design_en,y,id
"Bare-headed bust of youthful, lightly bearded Marcus Aurelius, right, wearing cuirass and paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",579
"Bare-headed bust of Marcus Aurelius, right, wearing cuirass and paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",580
"Bare-headed bust of Marcus Aurelius, right, wearing cuirass. Border of dots.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT')]",581
"Bare-headed bust of lightly bearded Marcus Aurelius, right, wearing paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",582
"Bare-headed bust of Marcus Aurelius, right, wearing paludamentum.","[('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",583
"Laureate bust of bearded Marcus Aurelius, right, wearing cuirass and paludamentum. Border of dots.","[('Marcus Aurelius', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",584
"Nude Marsyas standing left on base, right foot stepping forward, raising right arm, holding wine skin over left shoulder.","[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')]",585
"Nude Marsyas standing right, left foot stepping forward, raising right arm, holding wineskin over left shoulder.","[('Marsyas', 'PERSON', 'holding', 'wine skin', 'OBJECT')]",586
"Laureate bust of Maximinus Thrax, left, wearing cuirass and paludamentum, holding spear and shield.","[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'holding', 'shield', 'OBJECT')]",587
"Laureate bust of Maximinus Thrax, right, wearing cuirass and paludamentum.","[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",588
"Radiate bust of Maximinus Thrax, right, wearing cuirass and paludamentum.","[('Maximinus Thrax', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Maximinus Thrax', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",589
"Nemesis standing facing, head left, holding cubit-rule in right hand; to left, at her feet, wheel.","[('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT')]",590
"Nemesis (Aequitas) standing facing, head left, holding scales in right hand and cubit-rule in left arm; at her feet, wheel. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT')]",591
"Nemesis (Aequitas) standing facing, head left, holding scales in right hand, cubit-rule and ribbon in left arm; at her feet, wheel. Border of dots.","[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'ribbon', 'OBJECT')]",592
"Winged Nemesis (Aequitas) standing facing, head left, holding scales in right hand and cubit-rule in left arm; at her feet, wheel.","[('Nemesis', 'PERSON', 'holding', 'scales', 'OBJECT'), ('Nemesis', 'PERSON', 'holding', 'cubit-rule', 'OBJECT')]",593
"Nike advancing right, holding transverse trophy in both hands over bound captive seated right on cuirass, supporting head with right hand on right knee.","[('Nike', 'PERSON', 'holding', 'trophy', 'OBJECT'), ('Nike', 'PERSON', 'seated_on', 'cuirass', 'OBJECT')]",594
"Nike standing left, holding wreath in extended right hand and stylis in left arm.","[('Nike', 'PERSON', 'holding', 'wreath', 'OBJECT')]",595
"Nike standing right, naked to waist, stepping with left foot on helmet; supporting shield hanging on palm tree with left hand, inscribing it with right hand. Border of dots.","[('Nike', 'PERSON', 'standing', 'helmet', 'OBJECT'), ('Nike', 'PERSON', 'holding', 'shield', 'OBJECT'), ('shield', 'OBJECT', 'holding', 'palm tree', 'PLANT')]",596
"Head of (youthful) hero Perinthos, right, wearing taenia.","[('Perinthos', 'PERSON', 'wearing', 'taenia', 'OBJECT')]",597
"Head of Persephone facing, slightly left, wearing wreath and triple-pendant earring.","[('Persephone', 'PERSON', 'wearing', 'wreath', 'OBJECT'), ('Persephone', 'PERSON', 'wearing', 'earring', 'OBJECT')]",598
"Head of Demeter, left, wearing wreath and triple-pendant earring.","[('Demeter', 'PERSON', 'wearing', 'wreath', 'OBJECT'), ('Demeter', 'PERSON', 'wearing', 'earring', 'OBJECT')]",599
"Radiate bust of Philip the Arab, right, seen from behind, wearing cuirass and paludamentum.","[('Philip the Arab', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philip the Arab', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",600
"Confronted busts of Philip the Arab, laureate, wearing paludamentum, and of Otacilia Severa, diademed and draped.","[('Philip the Arab', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",601
"Confronted busts of Philip the Arab, laureate, wearing cuirass and paludamentum, and of Otacilia Severa, draped.","[('Philip the Arab', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philip the Arab', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",602
"Radiate bust of Philippus II, right, wearing cuirass and paludamentum.","[('Philippus II', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Philippus II', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",603
"Confronting busts of Philippus, wearing paludamentum and of Serapis, draped and wearing kalathos.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT')]",604
"Confronted busts of Philippus II., bare-headed, and of Serapis, wearing kalathos.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT')]",605
"Poseidon seated right on rock, naked to waist, holding aplustre in outstretched right hand and trident in left arm over his shoulder.","[('Poseidon', 'PERSON', 'seated_on', 'rock', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'aplustre', 'OBJECT'), ('Poseidon', 'PERSON', 'holding', 'trident', 'OBJECT')]",606
"Prow with naval ramin shape of human head, left; on top, emperor (Marcus Aurelius) standing left on base, extending right hand, holding parazonium in left arm.","[('Marcus Aurelius', 'PERSON', 'holding', 'parazonium', 'OBJECT')]",607
"Prow with naval ram, left; on top, emperor (Marcus Aurelius) standing left on base with shield on it, extending right hand, holding spear in left arm; to right, behind emperor, trophy. Border of dots.","[('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",608
"Prow with naval ram, left; on top, emperor (Marcus Aurelius) standing right on base with shield on it, holding spear in right hand, extending left hand; to right, in front of the emperor, trophy.","[('Marcus Aurelius', 'PERSON', 'standing', 'base', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",609
"Prow with two naval rams, left; on top, emperor (Marcus Aurelius) standing left, extending right hand, holding spear in left arm.","[('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",610
"Prow with naval ram, right; on top, emperor (Marcus Aurelius) standing right on decorated base, holding spear in right arm, extending left hand; to left, behind emperor, trophy.","[('Marcus Aurelius', 'PERSON', 'standing', 'base', 'OBJECT'), ('Marcus Aurelius', 'PERSON', 'holding', 'spear', 'OBJECT')]",611
"Prow with naval ram, left; on top, emperor (Marcus Aurelius) standing left, raising right arm, holding parazonium in left arm.","[('Marcus Aurelius', 'PERSON', 'holding', 'parazonium', 'OBJECT')]",612
"Diademed head of Ptolemy III Euergetes, right, wearing aegis knotted around neck.","[('Ptolemy III Euergetes', 'PERSON', 'wearing', 'aegis', 'OBJECT')]",613
"Bearded river-god seated left, holding cornucopia in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",614
"Bearded river-god reclining left, holding cornucopia in raised right hand, resting left arm on water urn.","[('river-god', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('river-god', 'PERSON', 'resting_on', 'water urn', 'OBJECT')]",615
"Bald Silenus standing left, holding cantharus in right hand and wine skin in left hand.","[('Silenus', 'PERSON', 'holding', 'cantharus', 'OBJECT'), ('Silenus', 'PERSON', 'holding', 'wine skin', 'OBJECT')]",616
"Nude Silenus standing facing, head right, with tail behind, stepping right, holding wineskin on his shoulders in both hands from which he pours wine into large volute krater to right on ground in front of him.","[('Silenus', 'PERSON', 'holding', 'wineskin', 'OBJECT')]",617
"Bald and bearded Silenus kneeling left, holding cantharus in right hand, left hand on hip.","[('Silenus', 'PERSON', 'holding', 'cantharus', 'OBJECT')]",618
"Nude Silenus advancing right, with long hair and beard, carrying off in his arms a nymph with long hair, wearing grament, raising her right hand in protest.","[('Silenus', 'PERSON', 'holding', 'nymph', 'PERSON'), ('nymph', 'PERSON', 'wearing', 'garment', 'OBJECT')]",619
"Laureate bust of Septimius Severus, right, seen from behind, wearing cuirass and paludamentum.","[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",620
"Laureate bust of Septimius Severus, right, wearing paludamentum.","[('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",621
"Laureate bust of Septimius Severus, right, wearing cuirass and paludamentum.","[('Septimius Severus', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Septimius Severus', 'PERSON', 'wearing', 'paludamentum', 'OBJECT')]",622
"Draped bust of bearded Serapis, right, wearing kalathos.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT')]",623
"Jugate draped busts of Serapis, wearing laureate kalathos, and of Isis, wearing lotus, right.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Isis', 'PERSON', 'wearing', 'lotus', 'PLANT')]",624
"Serapis standing facing, head left, wearing kalathos, holding in outstretched right hand cestus over lighted and garlanded altar, left resting on sceptre.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cestus', 'OBJECT'), ('Serapis', 'PERSON', 'resting_on', 'sceptre', 'OBJECT')]",625
"Serapis standing facing, head left, wearing kalathos, raising right arm, holding drapery and long sceptre in left hand.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'drapery', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",626
"Serapis, Zeus and Hera; in the middle, Serapis standing facing, head left, wearing kalathos and garment around waist, holding patera in outstretched right hand and cornucopia in left arm; to left, nude Zeus standing facing, head left, holding patera in outstretched right hand and sceptre in left hand; to right, draped and veiled Hera standing facing, head left.","[('Serapis', 'PERSON', 'wearing', 'kalathos', 'OBJECT'), ('Serapis', 'PERSON', 'wearing', 'garment', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Serapis', 'PERSON', 'holding', 'cornucopia', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Zeus', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",627
"Goat standing right; to right below beard, garlanded throne; on this throne cult statue of Hermes (Perpheraios) to right, wearing petasus, with a small caduceus in front of him; all within incuse square.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT')]",628
"Hermes standing right, wearing petasus and chlamys fixed over right shoulder, extending left hand; to right, astragalus; all within shallow incuse square.","[('Hermes', 'PERSON', 'holding', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'chlamys', 'OBJECT')]",629
"Nude bearded Heracles standing right, strangling in both hands the attacking Nemean lion, left; in exergue, club. Ground line. Border of dots.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",630
"Nude Heracles advancing right, strangeling lion; on the left side, bow and arrows.","[('Heracles', 'PERSON', 'grasping', 'lion', 'ANIMAL')]",631
"Nude Heracles advancing right, strangling lion.","[('Heracles', 'PERSON', 'grasping', 'lion', 'ANIMAL')]",632
"Nude Heracles advancing left, strangling lion.","[('Heracles', 'PERSON', 'grasping', 'lion', 'ANIMAL')]",633
"Labour of Heracles: Nude Heracles standing right, strangling the Nemean lion.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",634
"Nude Heracles standing right, strangling the Nemean lion with right hand, holding club in left arm.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT')]",635
"Nude bearded Heracles standing right, strangling with right hand the attacking Nemean lion; holding club in outstretched left hand. Ground line. Border of dots.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL'), ('Heracles', 'PERSON', 'holding', 'club', 'OBJECT')]",636
"Nude youthful Heracles kneeling right, strangling serpent in each hand.","[('Heracles', 'PERSON', 'grasping', 'serpent', 'ANIMAL')]",637
"Nude youthful Heracles, kneeling on left foot, right, right hand extended, strangling serpent in each hand. Ground line. Border of dots.","[('Heracles', 'PERSON', 'grasping', 'serpent', 'ANIMAL')]",638
"Nude infant Heracles kneeling right, seen from front, strangling a serpent in each hand. Ground line. Border of dots.","[('Heracles', 'PERSON', 'grasping', 'serpent', 'ANIMAL')]",639
"Nude bearded Heracles standing in lowered position right, strangling with both legs the attacking Nemean lion, to left, pressing the lion with left hand, the right stretched back and formed in fist; under the lion, club. Ground line. Border of dots.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",640
"Labour of Heracles: Nude Heracles standing right, strangling the Nemean lion; in exergue, club.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",641
"Labour of Heracles: Nude Heracles standing right, strangling the Nemean lion; in left field, club.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",642
"Labour of Heracles: Nude Heracles standing left, strangling the Nemean lion.","[('Heracles', 'PERSON', 'grasping', 'Nemean lion', 'ANIMAL')]",643
"Nude infant Heracles kneeling right, strangling a serpent in each hand.","[('Heracles', 'PERSON', 'grasping', 'serpent', 'ANIMAL')]",644
"Emperor (Geta) in military attire standing left, holding spear and parazonium, left foot on prora; in front, Nike, crowning emperor, holding palm branch.","[('Geta', 'PERSON', 'holding', 'spear', 'OBJECT'), ('Geta', 'PERSON', 'holding', 'parazonium', 'OBJECT'), ('Nike', 'PERSON', 'crowning', 'emperor', 'PERSON'), ('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",645
"Emperor (Gordian) in military attire standing left, holding patera and sceptre; crowned by Nike, at his feet, altar.","[('Gordian', 'PERSON', 'holding', 'patera', 'OBJECT'), ('Gordian', 'PERSON', 'holding', 'sceptre', 'OBJECT')]",646
"Radiate bust of Gordian III, right, wearing cuirass and aegis, seen from front, on cuirass Nike crowning tropaion.","[('Gordian III', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Gordian III', 'PERSON', 'wearing', 'aegis', 'OBJECT')]",647
"City goddess with a mural crown to the left with scepter and bowl at an altarto her left, to her right Nike, who wreaths her, holding a palm branch in her left hand.","[('Nike', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",648
"Nude athlete standing facing, head right, crowning himself, holding palm branch in left arm.","[('athlete', 'PERSON', 'holding', 'palm branch', 'OBJECT')]",649
"Tyche and Nike; to left, Tyche with Polos, patera and cornucopia; to right, Nike crowning with right outstretched arm Tyche.","[('Nike', 'PERSON', 'crowning', 'Tyche', 'PERSON')]",650
"Emperor (Geta) in military attire riding right on horseback, wearing cuirass, fluttering paludamentum and boots, holding spear in right hand towards a captive in front of him seated left with Phrygian cap and bound arms behind back. Ground line. Border of dots.","[('Geta', 'PERSON', 'wearing', 'cuirass', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'paludamentum', 'OBJECT'), ('Geta', 'PERSON', 'wearing', 'boots', 'OBJECT'), ('Geta', 'PERSON', 'holding', 'spear', 'OBJECT')]",651
"Nude Hermes seated left on rock, wearing petasus, holding caduceus in right hand and left resting on rock. Border of dots.","[('Hermes', 'PERSON', 'wearing', 'petasus', 'OBJECT'), ('Hermes', 'PERSON', 'holding', 'caduceus', 'OBJECT'), ('Hermes', 'PERSON', 'resting_on', 'rock', 'OBJECT')]",652
